node_id,longitude,latitude,elevation,degree,store_density_500m,supermarket_density_500m,stop_density_500m,cluster_id
12231928366,140.7462496,41.7969019,8.012573875264179,2,4,2,3,0
12231928369,140.7462978,41.7961176,7.783890720454491,2,6,2,3,0
12231928382,140.7446788,41.7957586,7.273850396882372,2,5,2,3,0
12231928383,140.7445788,41.7957261,7.242252057874894,2,5,2,3,0
12231928393,140.7446715,41.7973868,7.9336442026499086,2,4,2,3,0
12231928405,140.7467216,41.7973304,8.456196894398504,2,5,2,3,0
12231928408,140.7447797,41.7973744,7.93573114511844,2,4,2,3,0
12231928410,140.7453736,41.7952864,7.143075365576473,6,7,2,3,3
12231928411,140.7455616,41.7954548,7.22231622080256,6,7,2,3,3
12231928412,140.7451243,41.7957789,7.32295123220532,6,7,2,3,3
12231928416,140.7446598,41.7948625,6.88225840366042,6,8,2,3,3
12231928418,140.7447939,41.7956772,7.258742957232932,2,7,2,3,0
12231928445,140.7447133,41.7956528,7.234052436830344,2,7,2,3,0
12231928447,140.7472891,41.7962072,8.4961892024478,2,6,2,3,0
12231928449,140.7468061,41.7964883,8.231602757787027,6,5,2,3,3
12231928457,140.7482236,41.7972588,9.484795850392622,6,8,2,3,0
12231928458,140.7489009,41.7970495,10.034858937000651,8,10,0,9,1
12231928461,140.7479021,41.7982974,9.639138763573357,8,7,2,1,3
12231928465,140.7504174,41.7970816,11.535516041527064,6,13,0,7,1
12231928466,140.7511803,41.7968447,12.157964820603098,6,13,0,7,1
12231928467,140.7507672,41.7965504,11.599680325003709,2,13,0,7,1
12231928480,140.7504186,41.7971528,11.57396631701135,2,13,0,7,1
